,tweet,labels
14766,terasa bodo sangat harini boleh lupa park kereta kat mrt pastu selamba je naik grab dah sampai tengah jalan aku jerit ,-1
10883,"galau tidak akan memberikan manfaat apapun , justru akan menambah sakit yang dalam kepada mu",-1
21403,masya allah anak milenial masakini di labrak emak emak milenial karna waktu adzan tiba mereka masih teriak meneruskan ,-1
1117,telkomsel lalu sibuk perang tarif dan iklan tetapi kualitas sinyal hancur .,-1
22226,pray for palu donggala lombok buat saudara2 kita di sana semoga diberikan kekuatan ketabahan keikhlasan hadapi ujian dr allah amin,1
3187,"sangat suka itu time di sini . kalau ke bandung selalu ke sini . beri relaxing , walaupun cuma buat makan siang ataupun tea time . tempat sempurna untuk makan siang ataupun menghabiskan waktu bersama teman dan keluarga",1
6696,"saya suka sekali atmosfer kampung daun . suasana hening ditimpali suara gemericik air terjun dan penerangan romantis dengan blencong dan lilin . meskipun jauh dari bandung tapi seimbanglah dengan suasana yang diinginkan . makanan nya enak , standar makanan sundalah . saya suka wedang ronde nya . malam-malam dingin bercengkerama sama keluarga ditemani wedang ronde dan pisang goreng . ada penampilan musik pada jam tertentu .",1
20062,dengan berbagi itu maka hubungan diantara mereka akan kuat karena dengan berbagi itulah sikap peduli dengan sesama manusia my quotes ,1
10554,"begitu masuk saya membaca menu nya tidak ada harga di samping . saya tidak curiga mungkin biar efisien kalau harga ganti tidak usah print baru . saya tidak memesan minum sama sekali dan hanya memesan 2 mangkok mi dan 1 mangkok bihun . ditambah bakso dan kuah campur . begitu bayar saya kaget dengan harga nya . mending kalau enak , saya tidak akan protes . rasa biasa banget .",-1
8440,"terindah , terindah , gerrrrobak prabowo mendingan pindah haha gih prabowo caw saja salah",-1
1682,ya lumayan sih kalau lagi galau mau makan di mana . tapi tidak cocok kalau lagi hujan . oh iya kalau akhir pekan ada tax yang sangat menyebalkan karena mahal sekali .,-1
11187,"sambil bawa ember , bang hotman masih kesal banget soal perabot yang belum dikembalikan rs . halo pak bagaimana nih kader nya kok begini . nama sampean dipertaruhkan loh .",-1
10574,"sudah ada drive - tiru nya . pelayanan cepat , staff nya tidak resep . fasilitas nya lengkap . kebersihan terjaga . ada flat tv .",1
16977,lucu do tadi kak cafe asal mana dik mearawak kak k cafe org mana me kuching kak k cafe ohhh org bandar ,1
7761,"setelah dianalisa dengan cermat , baru kami ketahui bahwa 2018 cukup pks sudah cukup efisien memenangkan pilkada apalagi pan makin asyik !",1
23273,vaksin bernama menanggulangi covid vaksin memiliki tujuan melatih kekebalan tubuh antibodi memusnahkan virus,-1
23564,pemerintah berkoordinasi tim peneliti mengawasi penelitian vaksin covid vaksin aman bermanfaat melindungi virus corona,1
22872,Lho jgn kamu maknai penjarahan itu diamini oleh otoritas goblok 1x klo buat berita spt itu ,-1
898,"sudah semiggu ini pdam di daerah kami tidak mengalir , apa stok air pdam habis . tanggung jawab dong",-1
1361,"islam itu sama sekali bukan rahmatan lil alamin tapi la natan lil alamin . ajaran nya berdarah-darah : potong tangan pencuri , bunuh orang murtad , bunuh lgbt , rajam pezina , perangi kafir .",-1
4927,apa cuma gue dong yang kalau dapat gojek motor vixion . terus kalau driver nya mengerem gue suka melorot melorot begitu . risi kan,-1
2066,tabah,1
18316,wilujeng tepang taun the one and only panutan kita mas harionoemoga selalu diberkahi di usianya bahagia bersama kelu ,1
17202,golden sumpah dia loyal banget walaupun udah gede juga aku jadi kangen punya mbah buyut ku ,1
7260,amit-amit panas memang otak gue serendah otak lo . yang pasti panas lo kutil babi cebong ahoker junjungan nya menyungseb di penjara alhamdulillah !,-1
3014,selebihnya kita sekarang sedang kesal dengan sanksi pssi,-1
2346,aku jadi berpikir mungkin dia tokoh utama perpecahan yang terjadi selama ini . menjadikan orang lain sebagai kambing hitam aku bosan dengan orang orang munafik,-1
12053,menit itu sepertinya kekurangan staf buat memproduksi reality show . kesal saya,-1
5450,ketua dpc kota bogor enggan mengomentari pengusungan dan dedie rachim .,-1
3275,"dengan beberapa cabang di kota besar dan review yang baik dari beberapa pengunjung sebelumnya serta dekorasi yang menarik , saya mencoba untuk makan di sini . saya memesan rekomendasi menu di sini . medallion mozarella beef . steak nya sudah tidak terlalu panas pada saat disajikan . tidak seperti baru selesai digrilled . cold meat . plain pasta dan salah nya tidak terlalu pas sebagai side dish .",-1
5557,kesan saat masuk antik dan nyaman kalau untuk ngobrol . suasana juga adem . makanan lumayan enak dan menu bervariasi antara masakan indonesia dan eropa . cukup direkomendasikan oke harga nya juga tidak mahal,1
4318,"cuma global yang paham kebutuhan tontonan anak , kerja bagus !",1
6562,"suasana hangat seperti di rumah sendiri membuat bosston cuts cups menjadi tempat pilihan saya untuk menghabiskan setiap sore bersama segelas caffe latte , obrolan hangat dan tatapan kekasih .",1
17402,alhamdulillah muet band 4 aku just target band 2 je tapi alhamdulillah thank you allah ,1
4936,"resto ini masih dekat dengan rumah famili , kami makan malam ke porto restorant . tempat nya unik dan klasik sekali saya suka sekali adem dan nyaman . soal menu masakan nya banyak pilihan nya . dan soal rasa tidak kalah dengan yang lainnya .",1
6621,macet bet bikin pusing,-1
3395,mau marah gua sama indosat,-1
6667,"salah satu restoran yang menghidangkan surabi . ketika kami datang , ada live musik di sana . cons : rasa biasa saja , malah cenderung terlalu kering .",1
2779,"kebetulan juga media media yang semasa pak say dulu pada miwir dan nyinyir sekarang jadi corong nya penguasa , jadi berubah 360 derajat , yang dulu memprovokasi sekarang penuh ngalembono",-1
14419,senyumin aja semuanyaa ampe pegel,-1
5801,"ini kunjungan pertama saya ke 18th restoran sekaligus mau kasih kejutan buat ulang taun istri , sukses berat , paket romantis dinner nya juara , tidak salah disebut restoran hotel bintang 6 . dan yang bikin amazing hostess nya membantu banget , tessa membantu arrange reservasi by email , aisyah bantu arrange sport duduk dan nitipin kado bisa lho nitip kado , jadi begitu datang kado nya sudah di meja , oke banget .",1
7117,selama ini ke mana saja dong . sudah jadi bahan omongan ejekan negara lain baru deh dibahas,-1
8818,cinta jokowi,1
20743,apa yang bikin kamu bersemangat hari ini ,1
9595,"ini enak , itu enak , yang ono mantap , yang situ enak , apalagi ? ya balik balik lagi nyobain ini itu , direkomendasikanlah . mau apa saja ada , tradisional , asian , makanan barat , macam dari cendol sampai iga bakar dan sop buntuts",1
9594,saya kapok dan tidak suka dengan produk indosat,-1
2161,di saat rakyat teriak listrik naik duit susah dicari pengangguran naik rakyat buntut keadilan sang raja malah berpesta,-1
2108,"ahmad yohan kok goblok ya , bisa-bisa nya dia bilang zaidit mewakili kita semua . kamu saja kali kontol !",-1
20580,kita bergaduh tak habis kita berdebat tak habis kita marah orang bagi nasihat kita cabar al quran dengan teori teori i ,-1
11674,keren banget lo bisa punya otak secerdas itu,1
21662,ga boong ih aku pura pura kenalama kamu tau ,-1
6452,babi lo prabowo anjing gua sumpahin kamu mati saja . dasar sampah masyarakat .,-1
14412,tadi aku nampak pasangan bermesra di shell gila apa patutnya mesra kat petronas,-1
7155,"pernah makan di poolside hotel hilton ? sangat tidak rekomendasi untuk rasa dan harga . makanan kurang rasa , gue bawa 20 orang , semua kecewa .",-1
10792,"restauran alas daun ini adalah pilihan keluarga saya untuk makan siang . kenapa ? selain harga nya yang murah rasanya juga dijamin top ! suasana tempat makan ini setiap saya ku njungi selalu ramai , apa lagi kalau liburan pasti daftar tunggu . keluarga saya memang paling suka makan makanan khas sunda , maklum lidah indonesia hehe kalian bisa memilih menu yang kalian suka .",1
8390,"ini yang terkenal di bandung . kalau belum pernah bisa dicoba . rasanya jadi jadi saja . bisa memesan batagor campur batagor siomay . ada juga mie kocok , roti , ronde , dll. untuk rasa tidak ada yang spesial sih .",-1
23292,covid mematikan vaksin obatnya ilmuwan berjuang lelah penelitian menemukan uji klinis kemanusiaa,-1
9340,"murah dan banyak pilihan makanan lokal nya , pokok nya harga yang paling cocok buat kantong . menu nya kebanyakan lokal tapi makanan barat juga ada beberapa .",1
9359,"favorit saya di sini adalah lotek , nasi lengko , sama rujak tapi bukan berarti makanan lain tidak enak , hampir semua menu nya enak cuma sayang rasa enak nya berkuraaaaaaaang banget karena pemilik dan pegawai nya judes amit-amit . jadi kalau mau makanan enak , datang ke sana , pesan , jangan pakai banyak tanya atau meminta , terima makanan anda apa ada nya saja",1
18941,nah ini saya masih mikir mikir juga ' terima kasih kak penjelasannya ' ,1
3545,"lokasi terletak dekat dengan perumahan batununggal . parkir lega , ada saung di bagian belakang . nasi timbel komplet nya cukup enak . menu khas sunda seperti : karedok , gurame goreng , sayur asem , ayam goren dan ayam bakar .",1
8463,top itu baru mahasiswa ui . peduli kebenaran untuk rakyat indonesia . rektor dan dosen ui nya payah genk nya pemerintah,-1
5637,"kebanyakan omong doang . bukti nyata nya dalam kinerja nya mana ? sudahkah membantu masyarakat ? kuliah saja dulu saja yang benar . nanti kalau sudah lulus kalian akan dilema , akan jadi apakah ? karena mencari pekerjaan tidak semudah kalian teriak-teriak di depan forum seperti ini",-1
6108,tidak apresiasi,-1
11098,"nomer saya sering terima sms dari nomer 99359 , lalu pulsa nya terpotong terus kampret !",-1
9342,kesal saya melihat manusia satu ini,-1
3479,pelayan dan pemilik yang duduk di kasir tidak komunikatif dan tidak bisa memberikan rekomendasi untuk porsi menu yang harus kami pesan . rasanya standar . parkir susah .,-1
16626,astaga aku pusink liat kegantengannya ,-1
14928,assalam macam mana lelaki boleh ingat jalan jauhelekoh belok2 tanpa rujuk maps even pernah pergiekali je kalau aku ,-1
8490,hal yang paling menyakitkan ketika aku beli indomie adalah ketika euwueh bumbuan di dalam nya culatuk eta pagawe indomie .,-1
2385,"untuk malam minggu di sana pasangan diberi tempat couple dan tempat nya tidak nyaman , karena saat orang lewat di sana tempat kami goyang-goyang , lebih tepat nya mirip seperti warung pinggir jalan di lembang . tidak sesuai dengan harga makanan yang disajikam , seharusnya pasangan juga diberi tempat yang bagus bukan sembarang terima tamu dan taro di tempat seperti itu .",-1
806,"retoran sapu lidi di bandung utara persis nya di daerah kompleks perumahan , dan rumah makan ini dikelilingin sawah dan kolam . sambal nya enak .",1
18061,dosen satu ini aku kalo telat bikin salah dikit diungkit2 mulu tapi kalo ada apa apa baru ke aku huft,-1
6400,tidak marah,1
14648,aku diam bukan berarti aku tidak ingin marah hanya saja aku tidak bisa merasakan amarah skalipun tatsuya,-1
9858,"menu nya banyak dan sepertinya enak-enak . waktu itu mencoba kalau tidak salah yang banyak keju nya . rasanya enak , tapi kebanyakan . kalau soal harga sih standar .",1
4334,jadi aktris saja bosan jadi yang mainstream,-1
11642,"salah satu destinasi keluarga ketika hang out ialah braga permai . pilhan menu nya banyak , khas dan sesuai dengan selera . yang harus dipertahankan ialah layanan air putih gratis yang membuat harga menjadi kompetitif . favorit terbaik ialah zupa-zupa",1
21867,karna mentab kamu ngga karuan tweet aku rapi ,1
6096,dan pasti nya momen tak terlupakan di 2017 adalah ngeladenin bacot anggota fpi .,-1
9130,pergi untuk makan siang bersama 6 keluarga yang terdiri dari orang dewasa dan anak anak . kami mendapatkan saung yang jauh di atas . kebayang dong jalan ke atas yang sangat melelahkan . tempat nya memang bagus tapi lokasi saung yang sangat jauh dan melelahkan menuju ke atas . saran saya kalau mau ke situ jangan pas makan siang karena pasti penuh . harga makanan lumayan misil . tapi pemandangan nya bagus sekali .,1
10415,"kalau saya sekarang lebih banyak belanja online di resmi toko , kecuali ada barang-barang tertentu yang memang susah dapat nya atau mending sekalian belanja di , nextdirect ,, dan lain-lain yang sudah terjamin barang nya bagus dan asli",1
14225,karna aku bukan crazy rich balikpapan,-1
22601,tante gym dulu yah biar sehat dan enerjik nanti malem ada yg mau kencan sma tante nggk kirim foto wajah asli kalian d ,1
7065,makanan yang disajikan sangat sesuai dengan selera lidah . terdapat hal unik berupa penyajian olahan ikan gurame dan ayam di dalam kelapa muda . terasa beda . boleh dicoba bagi para penikmat kuliner khusus nya penyuka masakan kas sunda,1
14682,pujuk hati yang kecewa sebenar nya perlu kan masa pada hati yg kecewa merasakan no one really cares paling tida ,-1
9344,"langganan pisang hijau kalau lagi ingin pisang hijau yang dekat rumah nih pisang ijo nya enak , harga dan rasa setingkat sama pisang ijo lainnya rp . 6000",1
20221,eeeee apa masalah orang kita ni ,-1
2502,"apabila ingin merasakan hidangan khas jawa di restoran dengan suasana yang representatif bisa mencoba boemi joglo . menu langganan saya adalah nasi liwet dan sate maranggi . sementara menu favorit saya di sini adalah tempe mendoan . tempe nya digoreng pas dan tekstur tepung nya renyah di luar , lembut di dalam . yang membuat nya khas dan berbeda dari tempe mendoan di tempat lain adalah sambal kecap nya .",1
11778,"lumayan dapat rasa makassar nya meskipun masih kurang mantap , tidak seperti asli nya di makassar . harga sedikit middle up , tapi sesuai dengan porsi nya .",1
12011,kami sekeluarga semalam makan malam di portorestoran saya pesan beef travel steak . cucu saya pesan grill chiaken . bayar pakai citibank card bisa dapat es cream hageendas diambil di mal pvj,1
5103,"jokowo tidak pernah gagal dalam menurunkan harga bbm , sungguh prestasi yang membanggakan",1
151,"paketan nya murah dan setimpal banget , aku pakai unlimited 60k sinyal bagus , bisa streaming terus-terusan . meskipun sup nya turun tetapi tetap bisa internetan . tidak kuatir kuota habis , tidak perlu merek-merek kuota lagi . tidak menyesal beli ini .",1
18840,jalan jalan ke yogyakarta tak cukup sekedar mengenal wisata budaya dan sejarahnya saja rasanya kurang sempurna kalau ,-1
4573,sejak dipegang bu risma . saya jatuh cinta lagi dengan surabaya . matur suwun bu risma . saya bangga dan hormat untuk beliau . semoga selalu sehat dan diberi kekuatan untuk menjalankan tugas-tugas nya . amin,1
3452,sok tahu banget sih lu mat . tidak usah sok-sokan beri ceramah segala . ceramah kamu sesat .,-1
5526,"bosan dengan kepenatan di ibukota , ke sni aza deh ! tenang , hijau , juga indah . ada taman bunga , restoran saung di atas air , lalu ada kali buatan yang air nya segar . untuk anak ada play ground nya dengan tiket masuk 50 ribu 7 juli 2016 ada juga rumah kelinci dengan tiket masuk 35 ribu dan kereta api 30 ribu . makanan yang dijual variatif banget .",1
16207,aku suka harry potter tapi aku lebih suka harry harry bersamamu recehkantwitter recehkantwiter,1
